OmniClass_Code,OmniClass_Title,Description
22-43 23 76-11,Power Horizontal Double-Acting Plunger Duplex Reciprocating Pumps,Power-driven horizontal pump with dual plungers operating in double-acting motion for enhanced pressure and flow in industrial processes.
22-43 23 76-12,Power Horizontal Double-Acting Plunger Multiplex Reciprocating Pumps,Power-driven horizontal pump with multiple plungers in double-acting motion for maximum pressure and flow in demanding industrial applications.
22-43 23 77,Power Vertical Reciprocating Pumps,Power-driven vertical pump using reciprocating motion for efficient fluid transfer in space-constrained industrial environments.
22-43 23 77-1,Power Vertical Single-Acting Piston Simplex Reciprocating Pumps,Power-driven vertical pump with single cylinder and single-acting piston for basic fluid transfer in compact installations.
22-43 23 77-2,Power Vertical Single-Acting Piston Duplex Reciprocating Pumps,Power-driven vertical pump with dual cylinders and single-acting pistons for improved flow in limited floor space applications.
22-43 23 77-3,Power Vertical Single-Acting Piston Multiplex Reciprocating Pumps,Power-driven vertical pump with multiple cylinders and single-acting pistons for high-volume transfer in compact industrial spaces.
22-43 23 77-4,Power Vertical Single-Acting Plunger Simplex Reciprocating Pumps,Power-driven vertical pump with single plunger in single-acting motion for high-pressure applications in confined spaces.
22-43 23 77-5,Power Vertical Single-Acting Plunger Duplex Reciprocating Pumps,Power-driven vertical pump with dual plungers in single-acting motion for enhanced pressure capability in compact installations.
22-43 23 77-6,Power Vertical Single-Acting Plunger Multiplex Reciprocating Pumps,Power-driven vertical pump with multiple plungers in single-acting motion for maximum pressure in space-constrained environments.
22-43 23 77-7,Power Vertical Double-Acting Piston Simplex Reciprocating Pumps,Power-driven vertical pump with single cylinder and double-acting piston for continuous flow in compact industrial applications.
22-43 23 77-8,Power Vertical Double-Acting Piston Duplex Reciprocating Pumps,Power-driven vertical pump with dual cylinders and double-acting pistons for smooth operation in limited floor space environments.
22-43 23 77-9,Power Vertical Double-Acting Piston Multiplex Reciprocating Pumps,Power-driven vertical pump with multiple cylinders and double-acting pistons for maximum flow in compact industrial spaces.
22-43 23 77-10,Power Vertical Double-Acting Plunger Simplex Reciprocating Pumps,Power-driven vertical pump with single plunger in double-acting motion for high-pressure continuous flow in confined spaces.
22-43 23 77-11,Power Vertical Double-Acting Plunger Duplex Reciprocating Pumps,Power-driven vertical pump with dual plungers in double-acting motion for enhanced pressure and flow in compact installations.
22-43 23 77-12,Power Vertical Double-Acting Plunger Multiplex Reciprocating Pumps,Power-driven vertical pump with multiple plungers in double-acting motion for maximum performance in confined industrial spaces.
22-43 23 78,Controlled Volume Horizontal Reciprocating Pumps,Precision horizontal pump providing controlled fluid volume through reciprocating motion for accurate dosing and transfer applications.
22-43 23 78-1,Controlled Volume Horizontal Packed Plunger Simplex Reciprocating Pumps,Precision horizontal pump with single packed plunger for accurate fluid volume control in industrial dosing applications.
22-43 23 78-2,Controlled Volume Horizontal Packed Plunger Duplex Reciprocating Pumps,Precision horizontal pump with dual packed plungers for enhanced accuracy in fluid volume control and transfer processes.
22-43 23 78-3,Controlled Volume Horizontal Packed Plunger Multiplex Reciprocating Pumps,Precision horizontal pump with multiple packed plungers for maximum accuracy in high-volume fluid control applications.
22-43 23 78-4,Controlled Volume Horizontal Packed Piston Simplex Reciprocating Pumps,Precision horizontal pump with single packed piston for accurate fluid volume control in industrial processes.
22-43 23 78-5,Controlled Volume Horizontal Packed Piston Duplex Reciprocating Pumps,Precision horizontal pump with dual packed pistons for enhanced accuracy in fluid metering and transfer applications.
22-43 23 78-6,Controlled Volume Horizontal Packed Piston Multiplex Reciprocating Pumps,Precision horizontal pump with multiple packed pistons for maximum accuracy in high-volume fluid control processes.
22-43 23 78-7,Controlled Volume Horizontal Mechanically-Coupled Diaphragm Simplex Reciprocating Pumps,Precision horizontal pump with single mechanically-coupled diaphragm for accurate fluid control in sensitive applications.
22-43 23 78-8,Controlled Volume Horizontal Mechanically-Coupled Diaphragm Duplex Reciprocating Pumps,Precision horizontal pump with dual mechanically-coupled diaphragms for enhanced accuracy in sensitive fluid processes.
22-43 23 78-9,Controlled Volume Horizontal Mechanically-Coupled Diaphragm Multiplex Reciprocating Pumps,Precision horizontal pump with multiple mechanically-coupled diaphragms for maximum accuracy in complex fluid control systems.
22-43 23 78-10,Controlled Volume Horizontal Hydraulically-Coupled Diaphragm Simplex Reciprocating Pumps,Precision horizontal pump with single hydraulically-coupled diaphragm for accurate fluid control in demanding applications.
22-43 23 78-11,Controlled Volume Horizontal Hydraulically-Coupled Diaphragm Duplex Reciprocating Pumps,Precision horizontal pump with dual hydraulically-coupled diaphragms for enhanced accuracy in critical fluid processes.
22-43 23 78-12,Controlled Volume Horizontal Hydraulically-Coupled Diaphragm Multiplex Reciprocating Pumps,Controlled volume horizontal hydraulically-coupled diaphragm multiplex reciprocating pumps
22-43 23 79,Controlled Volume Vertical Reciprocating Pumps,Controlled volume vertical reciprocating pumps
22-43 23 79-1,Controlled Volume Vertical Packed Plunger Simplex Reciprocating Pumps,Controlled volume vertical packed plunger simplex reciprocating pumps
22-43 23 79-2,Controlled Volume Vertical Packed Plunger Duplex Reciprocating Pumps,Controlled volume vertical packed plunger duplex reciprocating pumps
22-43 23 79-3,Controlled Volume Vertical Packed Plunger Multiplex Reciprocating Pumps,Controlled volume vertical packed plunger multiplex reciprocating pumps
22-43 23 79-4,Controlled Volume Vertical Packed Piston Simplex Reciprocating Pumps,Controlled volume vertical packed piston simplex reciprocating pumps
22-43 23 79-5,Controlled Volume Vertical Packed Piston Duplex Reciprocating Pumps,Controlled volume vertical packed piston duplex reciprocating pumps
22-43 23 79-6,Controlled Volume Vertical Packed Piston Multiplex Reciprocating Pumps,Controlled volume vertical packed piston multiplex reciprocating pumps
22-43 23 79-7,Controlled Volume Vertical Mechanically-Coupled Diaphragm Simplex Reciprocating Pumps,Controlled volume vertical mechanically-coupled diaphragm simplex reciprocating pumps
22-43 23 79-8,Controlled Volume Vertical Mechanically-Coupled Diaphragm Duplex Reciprocating Pumps,Controlled volume vertical mechanically-coupled diaphragm duplex reciprocating pumps
22-43 23 79-9,Controlled Volume Vertical Mechanically-Coupled Diaphragm Multiplex Reciprocating Pumps,Controlled volume vertical mechanically-coupled diaphragm multiplex reciprocating pumps
22-43 23 79-10,Controlled Volume Vertical Hydraulically-Coupled Diaphragm Simplex Reciprocating Pumps,Controlled volume vertical hydraulically-coupled diaphragm simplex reciprocating pumps
22-43 23 79-11,Controlled Volume Vertical Hydraulically-Coupled Diaphragm Duplex Reciprocating Pumps,Controlled volume vertical hydraulically-coupled diaphragm duplex reciprocating pumps
22-43 23 79-12,Controlled Volume Vertical Hydraulically-Coupled Diaphragm Multiplex Reciprocating Pumps,Controlled volume vertical hydraulically-coupled diaphragm multiplex reciprocating pumps
22-43 24 00,Suspended Liquid Pumps,Suspended liquid pumps
22-43 24 11,Vertically Suspended Single-Casing Submersible Centrifugal Pumps,Vertically suspended single-casing submersible centrifugal pumps
22-43 24 13,Vertically Suspended Single-Casing Discharge-through-column Centrifugal Pumps,Vertically suspended single-casing discharge-through-column centrifugal pumps
22-43 24 13-1,Vertically Suspended Single-Casing Discharge-through-column Diffuser Centrifugal Pumps,Vertically suspended single-casing discharge-through-column diffuser centrifugal pumps
22-43 24 13-2,Vertically Suspended Single-Casing Discharge-through-column Volute Centrifugal Pumps,Vertically suspended single-casing discharge-through-column volute centrifugal pumps
22-43 24 13-3,Vertically Suspended Single-Casing Discharge-through-column Axial Flow Centrifugal Pumps,Vertically suspended single-casing discharge-through-column axial flow centrifugal pumps
22-43 24 16,Vertically Suspended Single-casing Separate Discharge (Sump) Centrifugal Pumps,Vertically suspended single-casing separate discharge (sump) centrifugal pumps
22-43 24 16-1,Vertically Suspended Single-Casing Separate Discharge (Sump) Line Shaft Centrifugal Pumps,Vertically suspended single-casing separate discharge (sump) line shaft centrifugal pumps
22-43 24 16-2,Vertically Suspended Single-Casing Separate Discharge (Sump) Cantilever Centrifugal Pumps,Vertically suspended single-casing separate discharge (sump) cantilever centrifugal pumps
22-43 24 21,Vertically Suspended Double-Casing Centrifugal Pumps,Vertically suspended double-casing centrifugal pumps
22-43 24 21-1,Vertically Suspended Double-Casing Diffuser Centrifugal Pumps,Vertically suspended double-casing diffuser centrifugal pumps
22-43 24 21-2,Vertically Suspended Double-Casing Volute Centrifugal Pumps,Vertically suspended double-casing volute centrifugal pumps
22-43 24 26,Vertically Suspended Inline Casing Diffuser Centrifugal Pumps,Vertically suspended inline casing diffuser centrifugal pumps
22-43 24 41,Archimedes Screw Pumps,Archimedes screw pumps
22-43 24 41-1,Positive-Displacement Inclined Open Archimedes Screw-type Pumps,Positive-displacement inclined open Archimedes screw-type pumps
22-43 24 41-2,Positive-Displacement Inclined Closed-casing Archimedes Screw-type Pumps,Positive-displacement inclined closed-casing Archimedes screw-type pumps
22-43 25 00,Submersible/Immersible Liquid Pumps,Submersible/immersible liquid pumps
22-43 25 13,Overhung Close-Coupled Submersible Centrifugal Pumps,Overhung close-coupled submersible centrifugal pumps
22-43 25 13-1,Overhung Close-Coupled Submersible Diffuser Centrifugal Pumps,Overhung close-coupled submersible diffuser centrifugal pumps
22-43 25 13-2,Overhung Close-Coupled Submersible Volute Centrifugal Pumps,Overhung close-coupled submersible volute centrifugal pumps
22-43 25 50,Positive Displacement Submersible Liquid Pumps,Positive displacement submersible liquid pumps
22-43 26 00,Specialized Liquid Pumps,Specialized liquid pumps
22-43 26 13,Submersible Grinder Pumps,Submersible grinder pumps
22-43 26 30,Regenerative Centrifugal Pumps,Regenerative centrifugal pumps
22-43 26 30-1,Overhung Impeller Regenerative Turbine Pumps,Overhung impeller regenerative turbine pumps
22-43 26 30-2,Overhung Impeller Single-Stage Regenerative Turbine Pumps,Overhung impeller single-stage regenerative turbine pumps
